RepaymentID,LoanID,Month,ActualRepayment,LoanAmount,ScheduledRepayment,LoanBalanceStart,LoanBalanceEnd,InterestPayment,is_type1_default
10929.0,6,11,2676.4,29000.0,1338.2,17614.19,15084.58,146.78,False
11392.0,6,12,1338.2,29000.0,1338.2,15084.58,13872.08,125.7,False
963.0,7,1,830.61,18000.0,830.61,18000.0,17319.39,150.0,False
1521.0,7,2,830.61,18000.0,830.61,17319.39,16633.11,144.33,False
2904.0,7,3,830.61,18000.0,830.61,16633.11,15941.11,138.61,False
3904.0,7,4,830.61,18000.0,830.61,15941.11,15243.34,132.84,False
4331.0,7,5,830.61,18000.0,830.61,15243.34,14539.76,127.03,False
5451.0,7,6,830.61,18000.0,830.61,14539.76,13830.31,121.16,False
6354.0,7,7,830.61,18000.0,830.61,13830.31,13114.96,115.25,False
7602.0,7,8,830.61,18000.0,830.61,13114.96,12393.64,109.29,False
8509.0,7,9,830.61,18000.0,830.61,12393.64,11666.31,103.28,False
9439.0,7,10,830.61,18000.0,830.61,11666.31,10932.92,97.22,False
10251.0,7,11,830.61,18000.0,830.61,10932.92,10193.41,91.11,False
11168.0,7,12,830.61,18000.0,830.61,10193.41,9447.75,84.95,False
101.0,8,1,4891.36,106000.0,4891.36,106000.0,101991.97,883.33,False
1379.0,8,2,4891.36,106000.0,4891.36,101991.97,97950.55,849.93,False
2720.0,8,3,4891.36,106000.0,4891.36,97950.55,93875.44,816.25,False
3620.0,8,4,4891.36,106000.0,4891.36,93875.44,89766.38,782.3,False
4698.0,8,5,4891.36,106000.0,4891.36,89766.38,85623.07,748.05,False
5912.0,8,6,4891.36,106000.0,4891.36,85623.07,81445.24,713.53,False
6309.0,8,7,4891.36,106000.0,4891.36,81445.24,77232.59,678.71,False
7541.0,8,8,4891.36,106000.0,4891.36,77232.59,72984.83,643.6,False
8429.0,8,9,4891.36,106000.0,4891.36,72984.83,68701.68,608.21,False
9159.0,8,10,4891.36,106000.0,4891.36,68701.68,64382.83,572.51,False
10293.0,8,11,4891.36,106000.0,4891.36,64382.83,60027.99,536.52,False
11090.0,8,12,4891.36,106000.0,4891.36,60027.99,55636.87,500.23,False
625.0,9,1,3553.16,77000.0,3553.16,77000.0,74088.51,641.67,False
1899.0,9,2,3553.16,77000.0,3553.16,74088.51,71152.75,617.4,False
2673.0,9,3,3553.16,77000.0,3553.16,71152.75,68192.53,592.94,False
3410.0,9,4,3553.16,77000.0,3553.16,68192.53,65207.64,568.27,False
4007.0,9,5,3553.16,77000.0,3553.16,65207.64,62197.88,543.4,False
5382.0,9,6,3553.16,77000.0,3553.16,62197.88,59163.03,518.32,False
6203.0,9,7,3553.16,77000.0,3553.16,59163.03,56102.9,493.03,False
7718.0,9,8,3553.16,77000.0,3553.16,56102.9,53017.26,467.52,False
8193.0,9,9,3553.16,77000.0,3553.16,53017.26,49905.91,441.81,False
9761.0,9,10,0.0,77000.0,3553.16,49905.91,50321.8,415.88,True
10420.0,9,11,3553.16,77000.0,3553.16,50321.8,47187.99,419.35,False
11351.0,9,12,3553.16,77000.0,3553.16,47187.99,44028.06,393.23,False
168.0,10,1,4060.75,88000.0,4060.75,88000.0,84672.58,733.33,False
1338.0,10,2,8121.5,88000.0,4060.75,84672.58,77256.69,705.6,False
2557.0,10,3,4060.75,88000.0,4060.75,77256.69,73839.74,643.81,False
3058.0,10,4,4060.75,88000.0,4060.75,73839.74,70394.33,615.33,False
4902.0,10,5,4060.75,88000.0,4060.75,70394.33,66920.19,586.62,False
5573.0,10,6,4060.75,88000.0,4060.75,66920.19,63417.11,557.67,False
6391.0,10,7,4060.75,88000.0,4060.75,63417.11,59884.84,528.48,False
7421.0,10,8,4060.75,88000.0,4060.75,59884.84,56323.13,499.04,False
8831.0,10,9,4060.75,88000.0,4060.75,56323.13,52731.74,469.36,False
9682.0,10,10,4060.75,88000.0,4060.75,52731.74,49110.42,439.43,False
10514.0,10,11,4060.75,88000.0,4060.75,49110.42,45458.92,409.25,False
11542.0,10,12,4060.75,88000.0,4060.75,45458.92,41777.0,378.82,False
703.0,11,1,646.03,14000.0,646.03,14000.0,13470.64,116.67,False
1369.0,11,2,646.03,14000.0,646.03,13470.64,12936.86,112.26,False
2559.0,11,3,646.03,14000.0,646.03,12936.86,12398.64,107.81,False
3404.0,11,4,646.03,14000.0,646.03,12398.64,11855.93,103.32,False
4175.0,11,5,646.03,14000.0,646.03,11855.93,11308.7,98.8,False
5233.0,11,6,646.03,14000.0,646.03,11308.7,10756.91,94.24,False
6846.0,11,7,646.03,14000.0,646.03,10756.91,10200.52,89.64,False
7112.0,11,8,646.03,14000.0,646.03,10200.52,9639.49,85.0,False
8584.0,11,9,1292.06,14000.0,646.03,9639.49,8427.76,80.33,False
9520.0,11,10,646.03,14000.0,646.03,8427.76,7851.97,70.23,False
10032.0,11,11,646.03,14000.0,646.03,7851.97,7271.37,65.43,False
11004.0,11,12,646.03,14000.0,646.03,7271.37,6685.93,60.59,False
915.0,12,1,5398.96,117000.0,5398.96,117000.0,112576.04,975.0,False
1437.0,12,2,5398.96,117000.0,5398.96,112576.04,108115.21,938.13,False
2708.0,12,3,5398.96,117000.0,5398.96,108115.21,103617.21,900.96,False
3609.0,12,4,5398.96,117000.0,5398.96,103617.21,99081.73,863.48,False
4814.0,12,5,5398.96,117000.0,5398.96,99081.73,94508.45,825.68,False
5051.0,12,6,5398.96,117000.0,5398.96,94508.45,89897.06,787.57,False
6270.0,12,7,5398.96,117000.0,5398.96,89897.06,85247.24,749.14,False
7343.0,12,8,5398.96,117000.0,5398.96,85247.24,80558.68,710.39,False
8338.0,12,9,5398.96,117000.0,5398.96,80558.68,75831.04,671.32,False
9207.0,12,10,5398.96,117000.0,5398.96,75831.04,71064.01,631.93,False
10509.0,12,11,5398.96,117000.0,5398.96,71064.01,66257.25,592.2,False
11587.0,12,12,5398.96,117000.0,5398.96,66257.25,61410.43,552.14,False
339.0,13,1,4706.78,102000.0,4706.78,102000.0,98143.22,850.0,False
1839.0,13,2,4706.78,102000.0,4706.78,98143.22,94254.3,817.86,False
2996.0,13,3,4706.78,102000.0,4706.78,94254.3,90332.97,785.45,False
3814.0,13,4,4706.78,102000.0,4706.78,90332.97,86378.97,752.77,False
4955.0,13,5,4706.78,102000.0,4706.78,86378.97,82392.01,719.82,False
5417.0,13,6,4706.78,102000.0,4706.78,82392.01,78371.83,686.6,False
6262.0,13,7,4706.78,102000.0,4706.78,78371.83,74318.15,653.1,False
7156.0,13,8,4706.78,102000.0,4706.78,74318.15,70230.69,619.32,False
8006.0,13,9,4706.78,102000.0,4706.78,70230.69,66109.16,585.26,False
9923.0,13,10,4706.78,102000.0,4706.78,66109.16,61953.29,550.91,False
10611.0,13,11,4706.78,102000.0,4706.78,61953.29,57762.79,516.28,False
11199.0,13,12,4706.78,102000.0,4706.78,57762.79,53537.37,481.36,False
105.0,14,1,1615.07,35000.0,1615.07,35000.0,33676.6,291.67,False
1375.0,14,2,1615.07,35000.0,1615.07,33676.6,32342.16,280.64,False
2774.0,14,3,0.0,35000.0,1615.07,32342.16,32611.68,269.52,True
3129.0,14,4,1615.07,35000.0,1615.07,32611.68,31268.38,271.76,False
4245.0,14,5,1615.07,35000.0,1615.07,31268.38,29913.88,260.57,False
5592.0,14,6,1615.07,35000.0,1615.07,29913.88,28548.09,249.28,False
6053.0,14,7,1615.07,35000.0,1615.07,28548.09,27170.92,237.9,False
7852.0,14,8,1615.07,35000.0,1615.07,27170.92,25782.27,226.42,False
8961.0,14,9,1615.07,35000.0,1615.07,25782.27,24382.06,214.85,False
9777.0,14,10,0.0,35000.0,1615.07,24382.06,24585.24,203.18,True
10437.0,14,11,1615.07,35000.0,1615.07,24585.24,23175.05,204.88,False
11895.0,14,12,1615.07,35000.0,1615.07,23175.05,21753.1,193.13,False
85.0,15,1,1476.64,32000.0,1476.64,32000.0,30790.03,266.67,False
1161.0,15,2,1476.64,32000.0,1476.64,30790.03,29569.97,256.58,False
2485.0,15,3,1476.64,32000.0,1476.64,29569.97,28339.75,246.42,False
3271.0,15,4,1476.64,32000.0,1476.64,28339.75,27099.27,236.16,False
4168.0,15,5,1476.64,32000.0,1476.64,27099.27,25848.46,225.83,False
5600.0,15,6,1476.64,32000.0,1476.64,25848.46,24587.22,215.4,False
6834.0,15,7,1476.64,32000.0,1476.64,24587.22,23315.48,204.89,False
7796.0,15,8,1476.64,32000.0,1476.64,23315.48,22033.13,194.3,False
8992.0,15,9,1476.64,32000.0,1476.64,22033.13,20740.1,183.61,False
9830.0,15,10,1476.64,32000.0,1476.64,20740.1,19436.3,172.83,False
10281.0,15,11,1476.64,32000.0,1476.64,19436.3,18121.62,161.97,False
11728.0,15,12,1476.64,32000.0,1476.64,18121.62,16796.0,151.01,False
846.0,16,1,1476.64,32000.0,1476.64,32000.0,30790.03,266.67,False
1230.0,16,2,1476.64,32000.0,1476.64,30790.03,29569.97,256.58,False
2599.0,16,3,1476.64,32000.0,1476.64,29569.97,28339.75,246.42,False
3674.0,16,4,1476.64,32000.0,1476.64,28339.75,27099.27,236.16,False
4864.0,16,5,1476.64,32000.0,1476.64,27099.27,25848.46,225.83,False
5237.0,16,6,1476.64,32000.0,1476.64,25848.46,24587.22,215.4,False
6587.0,16,7,1476.64,32000.0,1476.64,24587.22,23315.48,204.89,False
7698.0,16,8,1476.64,32000.0,1476.64,23315.48,22033.13,194.3,False
8853.0,16,9,2953.28,32000.0,1476.64,22033.13,19263.46,183.61,False
9026.0,16,10,1476.64,32000.0,1476.64,19263.46,17947.35,160.53,False
10109.0,16,11,1476.64,32000.0,1476.64,17947.35,16620.27,149.56,False
11637.0,16,12,1476.64,32000.0,1476.64,16620.27,15282.13,138.5,False
2.0,17,1,2076.52,45000.0,2076.52,45000.0,43298.48,375.0,False
1457.0,17,2,2076.52,45000.0,2076.52,43298.48,41582.78,360.82,False
2355.0,17,3,2076.52,45000.0,2076.52,41582.78,39852.78,346.52,False
3080.0,17,4,2076.52,45000.0,2076.52,39852.78,38108.37,332.11,False
4284.0,17,5,2076.52,45000.0,2076.52,38108.37,36349.42,317.57,False
5528.0,17,6,4153.04,45000.0,2076.52,36349.42,32499.29,302.91,False
6564.0,17,7,2076.52,45000.0,2076.52,32499.29,30693.6,270.83,False
7719.0,17,8,2076.52,45000.0,2076.52,30693.6,28872.86,255.78,False
8818.0,17,9,2076.52,45000.0,2076.52,28872.86,27036.95,240.61,False
9077.0,17,10,2076.52,45000.0,2076.52,27036.95,25185.73,225.31,False
10474.0,17,11,2076.52,45000.0,2076.52,25185.73,23319.1,209.88,False
11105.0,17,12,2076.52,45000.0,2076.52,23319.1,21436.9,194.33,False
142.0,18,1,3184.0,69000.0,3184.0,69000.0,66391.0,575.0,False
1227.0,18,2,3184.0,69000.0,3184.0,66391.0,63760.26,553.26,False
2131.0,18,3,3184.0,69000.0,3184.0,63760.26,61107.59,531.34,False
3505.0,18,4,3184.0,69000.0,3184.0,61107.59,58432.82,509.23,False
4905.0,18,5,3184.0,69000.0,3184.0,58432.82,55735.76,486.94,False
5346.0,18,6,3184.0,69000.0,3184.0,55735.76,53016.23,464.46,False
6670.0,18,7,3184.0,69000.0,3184.0,53016.23,50274.03,441.8,False
7896.0,18,8,3184.0,69000.0,3184.0,50274.03,47508.98,418.95,False
8145.0,18,9,3184.0,69000.0,3184.0,47508.98,44720.89,395.91,False
9365.0,18,10,3184.0,69000.0,3184.0,44720.89,41909.56,372.67,False
10662.0,18,11,3184.0,69000.0,3184.0,41909.56,39074.81,349.25,False
11226.0,18,12,3184.0,69000.0,3184.0,39074.81,36216.43,325.62,False
894.0,19,1,2722.55,59000.0,2722.55,59000.0,56769.12,491.67,False
1399.0,19,2,2722.55,59000.0,2722.55,56769.12,54519.64,473.08,False
2327.0,19,3,2722.55,59000.0,2722.55,54519.64,52251.42,454.33,False
3802.0,19,4,2722.55,59000.0,2722.55,52251.42,49964.3,435.43,False
4829.0,19,5,5445.1,59000.0,2722.55,49964.3,44935.57,416.37,False
5022.0,19,6,2722.55,59000.0,2722.55,44935.57,42587.48,374.46,False
6187.0,19,7,2722.55,59000.0,2722.55,42587.48,40219.83,354.9,False
7061.0,19,8,2722.55,59000.0,2722.55,40219.83,37832.44,335.17,False
8466.0,19,9,2722.55,59000.0,2722.55,37832.44,35425.17,315.27,False
9506.0,19,10,2722.55,59000.0,2722.55,35425.17,32997.82,295.21,False
10178.0,19,11,2722.55,59000.0,2722.55,32997.82,30550.26,274.98,False
11559.0,19,12,2722.55,59000.0,2722.55,30550.26,28082.29,254.59,False
644.0,20,1,1984.23,43000.0,1984.23,43000.0,41374.1,358.33,False
1122.0,20,2,1984.23,43000.0,1984.23,41374.1,39734.66,344.78,False
2849.0,20,3,1984.23,43000.0,1984.23,39734.66,38081.55,331.12,False
3255.0,20,4,1984.23,43000.0,1984.23,38081.55,36414.67,317.35,False
4294.0,20,5,1984.23,43000.0,1984.23,36414.67,34733.89,303.46,False
5536.0,20,6,3968.46,43000.0,1984.23,34733.89,31054.88,289.45,False
6999.0,20,7,1984.23,43000.0,1984.23,31054.88,29329.44,258.79,False
7250.0,20,8,3968.46,43000.0,1984.23,29329.44,25605.39,244.41,False
8114.0,20,9,1984.23,43000.0,1984.23,25605.39,23834.54,213.38,False
9115.0,20,10,1984.23,43000.0,1984.23,23834.54,22048.93,198.62,False
10337.0,20,11,1984.23,43000.0,1984.23,22048.93,20248.44,183.74,False
11436.0,20,12,1984.23,43000.0,1984.23,20248.44,18432.95,168.74,False
86.0,21,1,3599.3,78000.0,3599.3,78000.0,75050.7,650.0,False
1489.0,21,2,3599.3,78000.0,3599.3,75050.7,72076.82,625.42,False
2677.0,21,3,3599.3,78000.0,3599.3,72076.82,69078.16,600.64,False
3309.0,21,4,3599.3,78000.0,3599.3,69078.16,66054.51,575.65,False
4181.0,21,5,3599.3,78000.0,3599.3,66054.51,63005.67,550.45,False
5359.0,21,6,3599.3,78000.0,3599.3,63005.67,59931.42,525.05,False
6819.0,21,7,3599.3,78000.0,3599.3,59931.42,56831.54,499.43,False
7338.0,21,8,3599.3,78000.0,3599.3,56831.54,53705.84,473.6,False
8815.0,21,9,3599.3,78000.0,3599.3,53705.84,50554.09,447.55,False
9918.0,21,10,3599.3,78000.0,3599.3,50554.09,47376.07,421.28,False
10927.0,21,11,3599.3,78000.0,3599.3,47376.07,44171.57,394.8,False
11543.0,21,12,3599.3,78000.0,3599.3,44171.57,40940.37,368.1,False
462.0,22,1,1245.91,27000.0,1245.91,27000.0,25979.09,225.0,False
1904.0,22,2,1245.91,27000.0,1245.91,25979.09,24949.67,216.49,False
2688.0,22,3,1245.91,27000.0,1245.91,24949.67,23911.68,207.91,False
3629.0,22,4,1245.91,27000.0,1245.91,23911.68,22865.03,199.26,False
4222.0,22,5,1245.91,27000.0,1245.91,22865.03,21809.66,190.54,False
5215.0,22,6,1245.91,27000.0,1245.91,21809.66,20745.5,181.75,False
6596.0,22,7,1245.91,27000.0,1245.91,20745.5,19672.47,172.88,False
7208.0,22,8,1245.91,27000.0,1245.91,19672.47,18590.5,163.94,False
8265.0,22,9,1245.91,27000.0,1245.91,18590.5,17499.51,154.92,False
9279.0,22,10,1245.91,27000.0,1245.91,17499.51,16399.43,145.83,False
10078.0,22,11,1245.91,27000.0,1245.91,16399.43,15290.18,136.66,False
11218.0,22,12,1245.91,27000.0,1245.91,15290.18,14171.69,127.42,False
574.0,23,1,2030.38,44000.0,2030.38,44000.0,42336.29,366.67,False
1065.0,23,2,2030.38,44000.0,2030.38,42336.29,40658.71,352.8,False
2219.0,23,3,2030.38,44000.0,2030.38,40658.71,38967.15,338.82,False
3182.0,23,4,2030.38,44000.0,2030.38,38967.15,37261.5,324.73,False
4402.0,23,5,2030.38,44000.0,2030.38,37261.5,35541.63,310.51,False
5078.0,23,6,2030.38,44000.0,2030.38,35541.63,33807.43,296.18,False
6069.0,23,7,2030.38,44000.0,2030.38,33807.43,32058.78,281.73,False
7084.0,23,8,2030.38,44000.0,2030.38,32058.78,30295.56,267.16,False
8618.0,23,9,2030.38,44000.0,2030.38,30295.56,28517.64,252.46,False
9495.0,23,10,2030.38,44000.0,2030.38,28517.64,26724.91,237.65,False
10393.0,23,11,2030.38,44000.0,2030.38,26724.91,24917.23,222.71,False
11239.0,23,12,2030.38,44000.0,2030.38,24917.23,23094.5,207.64,False
493.0,24,1,2399.54,52000.0,2399.54,52000.0,50033.79,433.33,False
1448.0,24,2,2399.54,52000.0,2399.54,50033.79,48051.2,416.95,False
2083.0,24,3,2399.54,52000.0,2399.54,48051.2,46052.09,400.43,False
3809.0,24,4,2399.54,52000.0,2399.54,46052.09,44036.32,383.77,False
4557.0,24,5,2399.54,52000.0,2399.54,44036.32,42003.74,366.97,False
5465.0,24,6,2399.54,52000.0,2399.54,42003.74,39954.24,350.03,False
6941.0,24,7,2399.54,52000.0,2399.54,39954.24,37887.65,332.95,False
7610.0,24,8,2399.54,52000.0,2399.54,37887.65,35803.84,315.73,False
8659.0,24,9,2399.54,52000.0,2399.54,35803.84,33702.66,298.37,False
9463.0,24,10,2399.54,52000.0,2399.54,33702.66,31583.98,280.86,False
10630.0,24,11,2399.54,52000.0,2399.54,31583.98,29447.64,263.2,False
11401.0,24,12,2399.54,52000.0,2399.54,29447.64,27293.5,245.4,False
807.0,25,1,2814.84,61000.0,2814.84,61000.0,58693.49,508.33,False
1289.0,25,2,2814.84,61000.0,2814.84,58693.49,56367.77,489.11,False
2289.0,25,3,2814.84,61000.0,2814.84,56367.77,54022.66,469.73,False
3664.0,25,4,2814.84,61000.0,2814.84,54022.66,51658.01,450.19,False
4184.0,25,5,2814.84,61000.0,2814.84,51658.01,49273.65,430.48,False
5222.0,25,6,2814.84,61000.0,2814.84,49273.65,46869.42,410.61,False
6480.0,25,7,2814.84,61000.0,2814.84,46869.42,44445.16,390.58,False
7377.0,25,8,2814.84,61000.0,2814.84,44445.16,42000.7,370.38,False
8807.0,25,9,2814.84,61000.0,2814.84,42000.7,39535.86,350.01,False
9091.0,25,10,2814.84,61000.0,2814.84,39535.86,37050.49,329.47,False
10523.0,25,11,2814.84,61000.0,2814.84,37050.49,34544.4,308.75,False
11235.0,25,12,2814.84,61000.0,2814.84,34544.4,32017.43,287.87,False
496.0,26,1,4476.06,97000.0,4476.06,97000.0,93332.27,808.33,False
1292.0,26,2,4476.06,97000.0,4476.06,93332.27,89633.98,777.77,False
2224.0,26,3,4476.06,97000.0,4476.06,89633.98,85904.87,746.95,False
3514.0,26,4,8952.12,97000.0,4476.06,85904.87,77668.63,715.87,False
4825.0,26,5,4476.06,97000.0,4476.06,77668.63,73839.8,647.24,False
5574.0,26,6,4476.06,97000.0,4476.06,73839.8,69979.08,615.33,False
6568.0,26,7,4476.06,97000.0,4476.06,69979.08,66086.18,583.16,False
7390.0,26,8,4476.06,97000.0,4476.06,66086.18,62160.83,550.72,False
8024.0,26,9,4476.06,97000.0,4476.06,62160.83,58202.78,518.01,False
9717.0,26,10,4476.06,97000.0,4476.06,58202.78,54211.74,485.02,False
10722.0,26,11,4476.06,97000.0,4476.06,54211.74,50187.45,451.76,False
11737.0,26,12,8952.12,97000.0,4476.06,50187.45,41653.56,418.23,False
198.0,27,1,1568.93,34000.0,1568.93,34000.0,32714.4,283.33,False
1787.0,27,2,1568.93,34000.0,1568.93,32714.4,31418.09,272.62,False
2165.0,27,3,1568.93,34000.0,1568.93,31418.09,30110.98,261.82,False
3359.0,27,4,1568.93,34000.0,1568.93,30110.98,28792.98,250.92,False
4997.0,27,5,1568.93,34000.0,1568.93,28792.98,27463.99,239.94,False
5986.0,27,6,1568.93,34000.0,1568.93,27463.99,26123.92,228.87,False
6560.0,27,7,1568.93,34000.0,1568.93,26123.92,24772.69,217.7,False
7709.0,27,8,1568.93,34000.0,1568.93,24772.69,23410.2,206.44,False
8210.0,27,9,1568.93,34000.0,1568.93,23410.2,22036.36,195.09,False
9537.0,27,10,1568.93,34000.0,1568.93,22036.36,20651.06,183.64,False
10497.0,27,11,1568.93,34000.0,1568.93,20651.06,19254.23,172.09,False
11891.0,27,12,1568.93,34000.0,1568.93,19254.23,17845.75,160.45,False
400.0,28,1,3137.85,68000.0,3137.85,68000.0,65428.82,566.67,False
1154.0,28,2,3137.85,68000.0,3137.85,65428.82,62836.21,545.24,False
2294.0,28,3,3137.85,68000.0,3137.85,62836.21,60221.99,523.64,False
3216.0,28,4,3137.85,68000.0,3137.85,60221.99,57585.99,501.85,False
4594.0,28,5,3137.85,68000.0,3137.85,57585.99,54928.03,479.88,False
5551.0,28,6,6275.7,68000.0,3137.85,54928.03,49110.06,457.73,False
6619.0,28,7,3137.85,68000.0,3137.85,49110.06,46381.46,409.25,False
7171.0,28,8,3137.85,68000.0,3137.85,46381.46,43630.12,386.51,False
8808.0,28,9,3137.85,68000.0,3137.85,43630.12,40855.86,363.58,False
9195.0,28,10,3137.85,68000.0,3137.85,40855.86,38058.47,340.47,False
10924.0,28,11,3137.85,68000.0,3137.85,38058.47,35237.77,317.15,False
11291.0,28,12,3137.85,68000.0,3137.85,35237.77,32393.57,293.65,False
979.0,29,1,7014.02,76000.0,3507.01,76000.0,69619.31,633.33,False
1578.0,29,2,3507.01,76000.0,3507.01,69619.31,66692.46,580.16,False
2702.0,29,3,3507.01,76000.0,3507.01,66692.46,63741.22,555.77,False
3672.0,29,4,3507.01,76000.0,3507.01,63741.22,60765.39,531.18,False
4762.0,29,5,3507.01,76000.0,3507.01,60765.39,57764.76,506.38,False
5819.0,29,6,3507.01,76000.0,3507.01,57764.76,54739.12,481.37,False
6004.0,29,7,3507.01,76000.0,3507.01,54739.12,51688.27,456.16,False
7139.0,29,8,3507.01,76000.0,3507.01,51688.27,48612.0,430.74,False
8257.0,29,9,3507.01,76000.0,3507.01,48612.0,45510.09,405.1,False
9685.0,29,10,3507.01,76000.0,3507.01,45510.09,42382.33,379.25,False
10108.0,29,11,3507.01,76000.0,3507.01,42382.33,39228.5,353.19,False
11567.0,29,12,3507.01,76000.0,3507.01,39228.5,36048.4,326.9,False
